image,readingText,audio,answerText,answerTextFurigana,sortOrder,originalText
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Noragami/media/A_Noragami_E06_1_0.13.17.210.jpg"">",数器,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Noragami/media/A_Noragami_E06_1_0.13.16.740-0.13.17.680.mp3],Suki!,数[かず] 器[き],21,器
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Noragami/media/A_Noragami_E07_1_0.19.30.810.jpg"">",雪器,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Noragami/media/A_Noragami_E07_1_0.19.30.390-0.19.31.230.mp3],Sekki!,雪[ゆき] 器[き],21,器
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Noragami/media/A_Noragami_E06_1_0.17.47.030.jpg"">",せ　雪器,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Noragami/media/A_Noragami_E06_1_0.17.46.550-0.17.47.510.mp3],S-Sekki!,せ　 雪[ゆき] 器[き],21,器
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Kakegurui/media/Kakegurui_S2_12_0.10.28.750.jpg"">",次に参ります,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Kakegurui/media/Kakegurui_S2_12_0.10.27.910-0.10.29.640.mp3],Time for the next lot.,次[つぎ]に 参[まい]ります,22,参る
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Durarara!!/media/A_Durarara_S01_05_0.02.42.933.jpg"">",本当にまいった,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Durarara!!/media/A_Durarara_S01_05_0.02.42.328-0.02.43.538.mp3],This is really bad.,本当[ほんとう]にまいった,22,参る
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Kill%20la%20Kill/media/A_Kill_la_Kill_06_0.18.19.181.jpg"">",（猿投山）参る,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Kill%20la%20Kill/media/A_Kill_la_Kill_06_0.18.18.680-0.18.19.681.mp3],Here I come.,（ 猿投山[さなげやま]） 参[まい]る,22,参る
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Toradora!/media/Toradora_11_0.14.50.343.jpg"">",夕とは 近々別れるんだ,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Toradora!/media/Toradora_11_0.14.48.962-0.14.51.723.mp3],Yu and I will be separating soon.,夕[ゆう]とは 近々[ちかぢか] 別[わか]れるんだ,23,近々
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Fate%20Stay%20Night%20Unlimited%20Blade%20Works/media/Fate_Stay_Night_Unlimited_Blade_Works_S1_10_0.07.02.379.jpg"">",葛木先生は近々 祝言をあげる,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Fate%20Stay%20Night%20Unlimited%20Blade%20Works/media/Fate_Stay_Night_Unlimited_Blade_Works_S1_10_0.07.00.756-0.07.04.001.mp3],Kuzuki-sensei is getting married soon.,葛木[かつらぎ] 先生[せんせい]は 近々[ちかぢか] 祝言[しゅうげん]をあげる,23,近々
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Fullmetal%20Alchemist%20Brotherhood/media/A_FullmetalAlchemistBrotherhood_46_0.15.57.415.jpg"">",近々　　食事にお誘いできるかもしれません,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Fullmetal%20Alchemist%20Brotherhood/media/A_FullmetalAlchemistBrotherhood_46_0.15.55.740-0.15.59.090.mp3],I may be able to take you out for dinner soon.,近々[ちかぢか]　　 食事[しょくじ]にお 誘[さそ]いできるかもしれません,23,近々
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/The%20Wind%20Rises/media/A_TheWindRises_1_0.49.41.810.jpg"">",ドイツ工業技術の結晶だ,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/The%20Wind%20Rises/media/A_TheWindRises_1_0.49.40.540-0.49.43.080.mp3],A triumph of German industrial technology.,ドイツ 工業技術[こうぎょうぎじゅつ]の 結晶[けっしょう]だ,24,工業
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/No%20Game%20No%20Life/media/A_NoGameNoLife__07_0.10.54.812.jpg"">",どれだけ酪農と工業が できると思う？,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/No%20Game%20No%20Life/media/A_NoGameNoLife__07_0.10.53.498-0.10.56.126.mp3],we could build if we had that territory?,どれだけ 酪農[らくのう]と 工業[こうぎょう]ができると 思[おも]う？,24,工業
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/drama/Legal%20High%20Season%201/media/Legal_High_05_0.08.52.280.jpg"">",花林工業からの献金を示すと 思われる　メモです。,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/drama/Legal%20High%20Season%201/media/Legal_High_05_0.08.50.730-0.08.53.830.mp3],A memo that seemed to indicate a donation from Hanabayashi Industries.,花林[かりん] 工業[こうぎょう]からの 献金[けんきん]を 示[しめ]すと  思[おも]われる　メモです。,24,工業
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Fullmetal%20Alchemist%20Brotherhood/media/A_FullmetalAlchemistBrotherhood_57_0.07.59.165.jpg"">",人形兵,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Fullmetal%20Alchemist%20Brotherhood/media/A_FullmetalAlchemistBrotherhood_57_0.07.58.620-0.07.59.710.mp3],Dolls?!,人形[にんぎょう] 兵[へい],25,人形
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Shirokuma%20Cafe/media/A_Shirokuma_Cafe_48_0.11.26.880.jpg"">",人形になった,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Shirokuma%20Cafe/media/A_Shirokuma_Cafe_48_0.11.25.980-0.11.27.780.mp3],Polar  Bear's  Café I Became a Doll.,人形[にんぎょう]になった,25,人形
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Fairy%20Tail/media/Fairy_Tail_014_0.03.47.581.jpg"">",人形撃 岩人形！,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Fairy%20Tail/media/Fairy_Tail_014_0.03.46.205-0.03.48.957.mp3],"Doll Attack, Rock Doll!",人形[にんぎょう] 撃[げき]  岩[いわ] 人形[にんぎょう]！,25,人形
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/New%20Game!/media/New_Game!_12_0.07.46.360.jpg"">",最悪クビ…,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/New%20Game!/media/New_Game!_12_0.07.45.590-0.07.47.130.mp3],Maybe even fired!,最悪[さいあく]クビ…,26,首
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Fairy%20Tail/media/Fairy_Tail_165_0.03.59.231.jpg"">",四つ首の仔犬,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Fairy%20Tail/media/Fairy_Tail_165_0.03.58.355-0.04.00.107.mp3],Quatro Puppy!,四[よん]つ 首[くび]の 仔犬[こいぬ],26,首
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Princess%20Mononoke/media/A_PrincessMononoke_1_1.57.10.720.jpg"">",首が動いとる,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Princess%20Mononoke/media/A_PrincessMononoke_1_1.57.10.094-1.57.11.346.mp3],The head's moving!,首[くび]が 動[うご]いとる,26,首
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Is%20The%20Order%20a%20Rabbit/media/Is_The_Order_a_Rabbit_-_01_0.18.58.040-0.18.59.500.jpg"">",生き返る,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Is%20The%20Order%20a%20Rabbit/media/Is_The_Order_a_Rabbit_-_01_0.18.58.040-0.18.59.500.mp3],So revitalizing...,生[い]き 返[かえ]る,27,返る
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Shirokuma%20Cafe/media/A_Shirokuma_Cafe_16_0.12.54.875.jpg"">",生き返る,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Shirokuma%20Cafe/media/A_Shirokuma_Cafe_16_0.12.54.040-0.12.55.710.mp3],I feel alive again!,生き返[いきかえ]る,27,返る
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Fullmetal%20Alchemist%20Brotherhood/media/A_FullmetalAlchemistBrotherhood_51_0.13.12.120.jpg"">",生き返った,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Fullmetal%20Alchemist%20Brotherhood/media/A_FullmetalAlchemistBrotherhood_51_0.13.11.190-0.13.13.050.mp3],Guess who's back?!,生き返[いきかえ]った,27,返る
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Fruits%20Basket%20Season%201/media/A_FruitsBasket_S01E13_1_0.03.31.712.jpg"">",草摩(そうま)綾女(あやめ) まあ 見てのとおりの巳(み)だね,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Fruits%20Basket%20Season%201/media/A_FruitsBasket_S01E13_1_0.03.29.710-0.03.33.714.mp3],"This is Ayame Soma. As you can see, he's the Snake.",草[くさ] 摩[ま](そうま) 綾[あや] 女[おんな](あやめ)まあ 見[み]てのとおりの 巳[み](み)だね,28,巳
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Hyouka/media/Hyouka_18_0.13.35.780-0.13.37.470.jpg"">",千反田も事情察したな,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Hyouka/media/Hyouka_18_0.13.35.780-0.13.37.470.mp3],Looks like Chitanda's figured it out too.,千[せん] 反[たん] 田[でん]も 事情[じじょう] 察[さっ]したな,29,反
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Code%20Geass%20Season%201/media/A_Code_GeassS01_12_0.02.40.230.jpg"">",反政府活動の温床が放置されている,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Code%20Geass%20Season%201/media/A_Code_GeassS01_12_0.02.38.910-0.02.41.550.mp3],The breeding grounds for anti-government activities were all left untouched!,反政府[はんせいふ] 活動[かつどう]の 温床[おんしょう]が 放置[ほうち]されている,29,反
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Hyouka/media/1_0.09.16.620-0.09.19.620.jpg"">",豪農千反田家 山持ちの万人橋家さ,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Hyouka/media/1_0.09.16.620-0.09.19.620.mp3],"the farmowners, the Chitanda family, Juumonji<br>Sarusuberi<br>Chitanda<br>Manninbashi<br>Juumonji<br>Sarusuberi<br>Chitanda<br>Manninbashi<br>Juumonji<br>Sarusuberi<br>Chitanda<br>Manninbashi<br>Juumonji<br>Sarusuberi<br>Chitanda<br>Manninbashi<br>Juumonji<br>Sarusuberi<br>Chitanda<br>Manninbashi<br>Juumonji<br>Sarusuberi<br>Chitanda<br>Manninbashi<br>Juumonji<br>Sarusuberi<br>Chitanda<br>Manninbashi<br>Juumonji<br>Sarusuberi<br>Chitanda<br>Manninbashi<br>Juumonji<br>Sarusuberi<br>Chitanda<br>Manninbashi<br>Juumonji<br>Sarusuberi<br>Chitanda<br>Manninbashi<br>Juumonji<br>Sarusuberi<br>Chitanda<br>Manninbashi<br>Juumonji<br>Sarusuberi<br>Chitanda<br>Manninbashi<br>Juumonji<br>Sarusuberi<br>Chitanda<br>Manninbashi<br>Juumonji<br>Sarusuberi<br>Chitanda<br>Manninbashi<br>Juumonji<br>Sarusuberi<br>Chitanda<br>Manninbashi<br>Juumonji<br>Sarusuberi<br>Chitanda<br>Manninbashi<br>Juumonji<br>Sarusuberi<br>Chitanda<br>Manninbashi<br>Juumonji<br>Sarusuberi<br>Chitanda<br>Manninbashi<br>Juumonji<br>Sarusuberi<br>Chitanda<br>Manninbashi<br>Juumonji<br>Sarusuberi<br>Chitanda<br>Manninbashi<br>Juumonji<br>Sarusuberi<br>Chitanda<br>Manninbashi<br>Juumonji<br>Sarusuberi<br>Chitanda<br>Manninbashi<br>Juumonji<br>Sarusuberi<br>Chitanda<br>Manninbashi<br>Juumonji<br>Sarusuberi<br>Chitanda<br>Manninbashi<br>Juumonji<br>Sarusuberi<br>Chitanda<br>Manninbashi<br>Juumonji<br>Sarusuberi<br>Chitanda<br>Manninbashi<br>Juumonji<br>Sarusuberi<br>Chitanda<br>Manninbashi<br>Juumonji<br>Sarusuberi<br>Chitanda<br>Manninbashi<br>Juumonji<br>Sarusuberi<br>Chitanda<br>Manninbashi<br>Juumonji<br>Sarusuberi<br>Chitanda<br>Manninbashi<br>and the Manninbashi family that owns the mountainside.<br>Juumonji<br>Sarusuberi<br>Chitanda<br>Manninbashi<br>Juumonji<br>Sarusuberi<br>Chitanda<br>Manninbashi<br>Juumonji<br>Sarusuberi<br>Chitanda<br>Manninbashi<br>Juumonji<br>Sarusuberi<br>Chitanda<br>Manninbashi<br>Juumonji<br>Sarusuberi<br>Chitanda<br>Manninbashi<br>Juumonji<br>Sarusuberi<br>Chitanda<br>Manninbashi<br>Juumonji<br>Sarusuberi<br>Chitanda<br>Manninbashi<br>Juumonji<br>Sarusuberi<br>Chitanda<br>Manninbashi<br>Juumonji<br>Sarusuberi<br>Chitanda<br>Manninbashi<br>Juumonji<br>Sarusuberi<br>Chitanda<br>Manninbashi<br>Juumonji<br>Sarusuberi<br>Chitanda<br>Manninbashi<br>Juumonji<br>Sarusuberi<br>Chitanda<br>Manninbashi<br>Juumonji<br>Sarusuberi<br>Chitanda<br>Manninbashi<br>Juumonji<br>Sarusuberi<br>Chitanda<br>Manninbashi<br>Juumonji<br>Sarusuberi<br>Chitanda<br>Manninbashi<br>Juumonji<br>Sarusuberi<br>Chitanda<br>Manninbashi<br>Juumonji<br>Sarusuberi<br>Chitanda<br>Manninbashi<br>Juumonji<br>Sarusuberi<br>Chitanda<br>Manninbashi<br>Juumonji<br>Sarusuberi<br>Chitanda<br>Manninbashi<br>Juumonji<br>Sarusuberi<br>Chitanda<br>Manninbashi<br>Juumonji<br>Sarusuberi<br>Chitanda<br>Manninbashi<br>Juumonji<br>Sarusuberi<br>Chitanda<br>Manninbashi<br>Juumonji<br>Sarusuberi<br>Chitanda<br>Manninbashi<br>Juumonji<br>Sarusuberi<br>Chitanda<br>Manninbashi<br>Juumonji<br>Sarusuberi<br>Chitanda<br>Manninbashi<br>Juumonji<br>Sarusuberi<br>Chitanda<br>Manninbashi<br>Juumonji<br>Sarusuberi<br>Chitanda<br>Manninbashi<br>Juumonji<br>Sarusuberi<br>Chitanda<br>Manninbashi<br>Juumonji<br>Sarusuberi<br>Chitanda<br>Manninbashi<br>Juumonji<br>Sarusuberi<br>Chitanda<br>Manninbashi<br>Juumonji<br>Sarusuberi<br>Chitanda<br>Manninbashi<br>Juumonji<br>Sarusuberi<br>Chitanda<br>Manninbashi<br>Juumonji<br>Sarusuberi<br>Chitanda<br>Manninbashi<br>Juumonji<br>Sarusuberi<br>Chitanda<br>Manninbashi<br>Juumonji<br>Sarusuberi<br>Chitanda<br>Manninbashi<br>Juumonji<br>Sarusuberi<br>Chitanda<br>Manninbashi<br>Juumonji<br>Sarusuberi<br>Chitanda<br>Manninbashi<br>Juumonji<br>Sarusuberi<br>Chitanda<br>Manninbashi<br>Juumonji<br>Sarusuberi<br>Chitanda<br>Manninbashi<br>Juumonji<br>Sarusuberi<br>Chitanda<br>Manninbashi<br>Juumonji<br>Sarusuberi<br>Chitanda<br>Manninbashi",豪農[ごうのう] 千[せん] 反[たん] 田家[たや]  山[やま] 持[も]ちの 万[まん] 人[にん] 橋家[はしいえ]さ,29,反
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Clannad/media/A_ClannadS01_E06_1_0.16.30.060.jpg"">",Ｄ組とＥ組の合同企画よ,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Clannad/media/A_ClannadS01_E06_1_0.16.28.560-0.16.31.560.mp3],This is a joint project between B and D classes.,Ｄ[でぃー] 組[ぐみ]と Ｅ[いー] 組[ぐみ]の 合同[ごうどう] 企画[きかく]よ,30,企画
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/The%20Pet%20Girl%20of%20Sakurasou/media/Sakurasou_no_Pet_na_Kanojo_15_0.12.19.505.jpg"">",以上で企画説明終わります,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/The%20Pet%20Girl%20of%20Sakurasou/media/Sakurasou_no_Pet_na_Kanojo_15_0.12.18.550-0.12.20.460.mp3],That concludes my proposal.,以上[いじょう]で 企画[きかく] 説明[せつめい] 終[お]わります,30,企画
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Lucky%20Star/media/luckystar-nodup_08_0.18.46.285.jpg"">",実はですね、今回の企画は…,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Lucky%20Star/media/luckystar-nodup_08_0.18.44.920-0.18.47.650.mp3],"To tell you the truth, the plan this time is...",実[じつ]はですね、 今回[こんかい]の 企画[きかく]は…,30,企画
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Clannad/media/A_ClannadS01_E17_1_0.08.11.975.jpg"">",昔の話だ,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Clannad/media/A_ClannadS01_E17_1_0.08.11.400-0.08.12.550.mp3],That was long ago.,昔[むかし]の 話[はなし]だ,31,昔
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Fairy%20Tail/media/Fairy_Tail_106_0.04.24.410.jpg"">",昔の話よ,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Fairy%20Tail/media/Fairy_Tail_106_0.04.23.972-0.04.24.848.mp3],That was a long time ago.,昔[むかし]の 話[はなし]よ,31,昔
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Fairy%20Tail/media/Fairy_Tail_151_0.00.20.171.jpg"">",昔の話だ,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Fairy%20Tail/media/Fairy_Tail_151_0.00.19.212-0.00.21.130.mp3],That was a long time ago.,昔[むかし]の 話[はなし]だ,31,昔
