image,readingText,audio,answerText,answerTextFurigana,sortOrder,originalText
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Fate%20Stay%20Night%20Unlimited%20Blade%20Works/media/Fate_Stay_Night_Unlimited_Blade_Works_S1_06_0.11.53.748.jpg"">",僕が仕掛けた保険なんだぜ？,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Fate%20Stay%20Night%20Unlimited%20Blade%20Works/media/Fate_Stay_Night_Unlimited_Blade_Works_S1_06_0.11.52.459-0.11.55.036.mp3],is an insurance policy I set up for myself.,僕[ぼく]が 仕掛[しか]けた 保険[ほけん]なんだぜ？,20,保険
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Death%20Note/media/A_DeathNote_14_0.03.40.130.jpg"">",結婚したら、保険金をたんまりかけてやる,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Death%20Note/media/A_DeathNote_14_0.03.38.000-0.03.42.260.mp3],"Once we're married, I'll take out a lot of life insurance on her.",結婚[けっこん]したら、 保険金[ほけんきん]をたんまりかけてやる,20,保険
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Bunny%20Drop/media/A_UsagiDrop_09_0.04.41.415.jpg"">",何だ　それ？　子供の学資保険なんですけど。,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Bunny%20Drop/media/A_UsagiDrop_09_0.04.39.410-0.04.43.420.mp3],What's that? It's my kids' educational endowment insurance.,何[なん]だ　それ？　 子供[こども]の 学資保険[がくしほけん]なんですけど。,20,保険
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Chobits/media/Chobits_03_0.13.20.940-0.13.21.950.jpg"">",何で放った,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Chobits/media/Chobits_03_0.13.20.940-0.13.21.950.mp3],"Oh, brother. I'm so busy...",何[なん]で 放[はな]った,21,放つ
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Princess%20Mononoke/media/A_PrincessMononoke_1_0.19.49.109.jpg"">",一番　放て！,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Princess%20Mononoke/media/A_PrincessMononoke_1_0.19.48.275-0.19.49.943.mp3],"Number 1, fire!",一番[いちばん]　 放[はな]て！,21,放つ
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Fairy%20Tail/media/Fairy_Tail_072_0.19.11.035.jpg"">",今よ 放って！,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Fairy%20Tail/media/Fairy_Tail_072_0.19.10.284-0.19.11.785.mp3],Now! Fire!,今[いま]よ  放[はな]って！,21,放つ
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Chobits/media/Chobits_07_0.19.45.080-0.19.46.020.jpg"">",足の間,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Chobits/media/Chobits_07_0.19.45.080-0.19.46.020.mp3],Between your legs.,足[あし]の 間[あいだ],22,足
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Only%20Yesterday/media/A_OnlyYesterday_1_0.23.42.176.jpg"">",一本足！,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Only%20Yesterday/media/A_OnlyYesterday_1_0.23.41.675-0.23.42.676.mp3],One leg stance!,一 本[ほん] 足[あし]！,22,足
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Shirokuma%20Cafe/media/A_Shirokuma_Cafe_21_0.16.57.060.jpg"">",足も短いし,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Shirokuma%20Cafe/media/A_Shirokuma_Cafe_21_0.16.56.110-0.16.58.010.mp3],Not to mention his legs are short.,足[あし]も 短[みじか]いし,22,足
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Fairy%20Tail/media/Fairy_Tail_003_0.20.56.341.jpg"">",天を向いたら…,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Fairy%20Tail/media/Fairy_Tail_003_0.20.55.778-0.20.56.904.mp3],Face toward heaven and...,天[てん]を 向[む]いたら…,23,〜向け
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Fairy%20Tail/media/Fairy_Tail_003_0.21.04.078.jpg"">",地を向いたら…,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Fairy%20Tail/media/Fairy_Tail_003_0.21.03.494-0.21.04.662.mp3],Face the earth and...,地[ち]を 向[む]いたら…,23,〜向け
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/From%20the%20New%20World/media/Shinsekai_Yori_09_0.08.12.580.jpg"">",もっと下に向けて,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/From%20the%20New%20World/media/Shinsekai_Yori_09_0.08.11.530-0.08.13.630.mp3],Turn it downwards.,もっと 下[した]に 向[む]けて,23,〜向け
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Hunter%20×%20Hunter/media/HUNTER×HUNTER_138_0.19.00.362.jpg"">",[TV]　操縦士や乗組員は　意味不明の 返答を繰り返しており→ 原因究明には　まだしばらく 時間が　かかりそうです。,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Hunter%20×%20Hunter/media/HUNTER×HUNTER_138_0.18.55.849-0.19.04.875.mp3],The pilot and crew members have  provided baffling explanations. It will take a while to determine the cause.,[ TV]　 操縦[そうじゅう] 士[し]や 乗組[のりくみ] 員[いん]は　 意味[いみ] 不明[ふめい]の 返答[へんとう]を 繰り返[くりかえ]しており→ 原因[げんいん] 究明[きゅうめい]には　まだしばらく 時間[じかん]が　かかりそうです。,24,究明
"<img src="""">",聞け、ボークレール市民よ！慈悲深き公爵閣下は殺人事件の真相究明のためにウィッチャーを雇われた！,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/games/Witcher%203/media/0x00123f16.wav.ogg],"Hark, Beauclairois! Her Most Gracious Duchess has hired a witcher to get at the root of these murders!",聞[き]け、ボークレール 市民[しみん]よ！ 慈悲[じひ] 深[ふか]き 公爵[こうしゃく] 閣下[かっか]は 殺人[さつじん] 事件[じけん]の 真相[しんそう] 究明[きゅうめい]のためにウィッチャーを 雇[やと]われた！,24,究明
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Fairy%20Tail/media/Fairy_Tail_035_0.11.22.639.jpg"">",本当の自由,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Fairy%20Tail/media/Fairy_Tail_035_0.11.21.867-0.11.23.410.mp3],It's true freedom.,本当[ほんとう]の 自由[じゆう],25,自由
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/The%20Pet%20Girl%20of%20Sakurasou/media/Sakurasou_no_Pet_na_Kanojo_09_0.04.48.505.jpg"">",恋愛は自由や,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/The%20Pet%20Girl%20of%20Sakurasou/media/Sakurasou_no_Pet_na_Kanojo_09_0.04.47.810-0.04.49.200.mp3],Love is free!,恋愛[れんあい]は 自由[じゆう]や,25,自由
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Code%20Geass%20Season%201/media/A_Code_GeassS01_07_0.00.42.530.jpg"">",お目も不自由に,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/anime/Code%20Geass%20Season%201/media/A_Code_GeassS01_07_0.00.41.930-0.00.43.130.mp3],And her eyes were wounded.,お 目[め]も 不自由[ふじゆう]に,25,自由
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/drama/Weakest%20Beast/media/獣になれない私たち_第02話反撃開始仕事も恋も私変わりたい720p_HDTV_x264_AAC-DoA_0.21.17.157-0.21.19.025.jpg"">",‪忘年会のとき！‬,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/drama/Weakest%20Beast/media/獣になれない私たち_第02話反撃開始仕事も恋も私変わりたい720p_HDTV_x264_AAC-DoA_0.21.17.157-0.21.19.025.mp3],It was at the year-end party.,‪ 忘年会[ぼうねんかい]のとき！‬,26,忘年会
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/drama/I'm%20Taking%20the%20Day%20Off/media/Kyou_wa_Kaisha_Yasumimasu_EP09_720p_HDTV_x264_AAC-KUY_0.46.34.266-0.46.36.234.jpg"">",‪（大城）じゃ 今年の忘年会は⸺‬,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/drama/I'm%20Taking%20the%20Day%20Off/media/Kyou_wa_Kaisha_Yasumimasu_EP09_720p_HDTV_x264_AAC-KUY_0.46.34.266-0.46.36.234.mp3],-Right?<br>-Yes.<br>Then let's have a big farewell party,‪（ 大[だい] 城[じょう]）じゃ  今年[ことし]の 忘年会[ぼうねんかい]は⸺‬,26,忘年会
"<img src=""https://us-southeast-1.linodeobjects.com/immersionkit/media/drama/I'm%20Taking%20the%20Day%20Off/media/Kyou_wa_Kaisha_Yasumimasu_EP10_END_720p_HDTV_x264_AAC-KUY_0.04.35.640-0.04.40.044.jpg"">",‪忘年会も兼ねてるのに さすがに‬ ‪顔を出さないわけにはいかないから‬,[sound:https://us-southeast-1.linodeobjects.com/immersionkit/media/drama/I'm%20Taking%20the%20Day%20Off/media/Kyou_wa_Kaisha_Yasumimasu_EP10_END_720p_HDTV_x264_AAC-KUY_0.04.35.640-0.04.40.044.mp3],"No, it's OK. We're having a year-end party as well, so I can't really be absent.",‪ 忘年会[ぼうねんかい]も 兼[か]ねてるのに さすがに‬ ‪ 顔[かお]を 出[だ]さないわけにはいかないから‬,26,忘年会
